symbol,timeframe,direction,confidence,ai_score,ta_strength,signal_strength,whale_score,social_score,news_score,whale_direction_score,breakout_probability,entry_price,current_price,take_profit,stop_loss,support_level,resistance_level,target_time_hours,predicted_breakout_threshold,predicted_breakout_time_hours,timestamp,status,success_metrics,confidence_level,volume_score,pattern_score,momentum_score,order_book_imbalance,top_bid_walls,top_ask_walls,market_regime,regime_note
BIO/USDT,1h,LONG,0.36871243782913377,0,0,0,0,0.0,0.0,-0.9999999999739513,0,0.0706,0.0706,0.07236499999999998,0.06954642857142856,0.06919869642857142,0.07272682499999998,24.0,0.025,30.6,2025-07-16 00:23:50.428895,ACTIVE,{},0,0.2,0.5,0.5,0.02506558460873469,"[{""price"": 0.07, ""amount"": 296494.9}, {""price"": 0.0699, ""amount"": 246637.8}, {""price"": 0.0702, ""amount"": 224210.3}]","[{""price"": 0.08, ""amount"": 479870.0}, {""price"": 0.0714, ""amount"": 270087.4}, {""price"": 0.078, ""amount"": 231723.2}]",unknown,
BONK/USDT,1h,LONG,0.3686790548297011,0,0,0,0,0.0,0.0,0.0,0,2.92e-05,2.92e-05,2.993e-05,2.8762e-05,2.861819e-05,3.0079649999999996e-05,24.0,0.025,30.6,2025-07-16 00:28:52.749624,ACTIVE,{},0,0.2,0.5,0.5,-0.21167648213024717,"[{""price"": 2.891e-05, ""amount"": 6298179129.0}, {""price"": 2.877e-05, ""amount"": 3768694473.0}, {""price"": 2.85e-05, ""amount"": 1630260822.0}]","[{""price"": 2.941e-05, ""amount"": 10284897719.0}, {""price"": 2.945e-05, ""amount"": 7979787496.0}, {""price"": 3e-05, ""amount"": 5151304162.0}]",unknown,
BANANA/USDT,1h,LONG,0.37158498291377495,0,0,0,0,0.0,0.0,0.0,0,23.68,23.68,24.272,23.3248,23.208175999999998,24.393359999999994,24.0,0.025,30.6,2025-07-16 00:29:20.348473,ACTIVE,{},0,0.2,0.5,0.5,-0.10359967104855762,"[{""price"": 23.23, ""amount"": 2053.923}, {""price"": 23.35, ""amount"": 594.625}, {""price"": 23.34, ""amount"": 362.454}]","[{""price"": 24.17, ""amount"": 1978.125}, {""price"": 24.04, ""amount"": 719.381}, {""price"": 25.3, ""amount"": 697.937}]",unknown,
CATI/USDT,1h,LONG,0.36864767663024023,0,0,0,0,0.0,0.0,-0.014160171855644667,0,0.101,0.101,0.10352499999999999,0.099485,0.09898757500000001,0.10404262499999999,24.0,0.025,30.6,2025-07-16 00:29:43.429198,ACTIVE,{},0,1.0,0.5,0.5,0.30513226610201105,"[{""price"": 0.0993, ""amount"": 574093.7}, {""price"": 0.1003, ""amount"": 316165.4}, {""price"": 0.0999, ""amount"": 268891.4}]","[{""price"": 0.1033, ""amount"": 567717.0}, {""price"": 0.1022, ""amount"": 379557.1}, {""price"": 0.1024, ""amount"": 158399.5}]",unknown,
COW/USDT,1h,LONG,0.369855511375788,0,0,0,0,0.0,0.0,0.0,0,0.4202,0.4202,0.430705,0.4152857142857143,0.4132092857142857,0.43285852499999994,24.0,0.025,30.6,2025-07-16 00:30:06.064124,ACTIVE,{},0,1.0,0.5,0.5,0.0013798033006309116,"[{""price"": 0.4161, ""amount"": 20427.3}, {""price"": 0.4041, ""amount"": 12634.3}, {""price"": 0.4172, ""amount"": 11659.4}]","[{""price"": 0.44, ""amount"": 37477.1}, {""price"": 0.437, ""amount"": 20000.0}, {""price"": 0.4311, ""amount"": 19787.8}]",unknown,
CETUS/USDT,1h,LONG,0.36873935853766115,0,0,0,0,0.0,0.0,0.99999999998636,0,0.1218,0.1218,0.124845,0.12012857142857143,0.11952792857142858,0.125469225,24.0,0.025,30.6,2025-07-16 00:30:28.386837,ACTIVE,{},0,0.2,0.5,0.5,0.3865215891768544,"[{""price"": 0.115, ""amount"": 637508.8}, {""price"": 0.121, ""amount"": 247871.0}, {""price"": 0.1126, ""amount"": 200000.0}]","[{""price"": 0.1229, ""amount"": 129421.0}, {""price"": 0.1221, ""amount"": 65798.9}, {""price"": 0.1285, ""amount"": 65606.8}]",unknown,
BONK/USDT,1h,LONG,0.3686790548297011,0,0,0,0,0.0,0.0,0.0,0,2.926e-05,2.926e-05,2.99915e-05,2.88211e-05,2.86769945e-05,3.0141457499999996e-05,24.0,0.025,30.6,2025-07-16 00:36:55.057855,ACTIVE,{},0,0.2,0.5,0.5,-0.10101824278421755,"[{""price"": 2.898e-05, ""amount"": 9089187161.0}, {""price"": 2.9e-05, ""amount"": 4593124313.0}, {""price"": 2.85e-05, ""amount"": 1633969447.0}]","[{""price"": 2.956e-05, ""amount"": 5996886578.0}, {""price"": 3e-05, ""amount"": 5223953645.0}, {""price"": 2.955e-05, ""amount"": 4738148456.0}]",unknown,
BOME/USDT,1h,LONG,0.3687882174313476,0,0,0,0,0.0,0.0,0.0,0,0.001843,0.001843,0.0018890749999999998,0.0018213571428571428,0.001812250357142857,0.0018985203749999997,24.0,0.025,30.6,2025-07-16 00:37:22.707899,ACTIVE,{},0,0.2,0.5,0.5,0.07717026859107423,"[{""price"": 0.001797, ""amount"": 15212982.0}, {""price"": 0.001796, ""amount"": 10157411.0}, {""price"": 0.001818, ""amount"": 10059010.0}]","[{""price"": 0.00188, ""amount"": 13144290.0}, {""price"": 0.001895, ""amount"": 10668842.0}, {""price"": 0.001909, ""amount"": 10126582.0}]",unknown,
BANANA/USDT,1h,LONG,0.37158498291377495,0,0,0,0,0.0,0.0,0.0,0,23.92,23.92,24.518,23.561200000000003,23.443394,24.64059,24.0,0.025,30.6,2025-07-16 00:37:46.068475,ACTIVE,{},0,0.2,0.5,0.5,-0.08443152216299563,"[{""price"": 23.46, ""amount"": 2205.473}, {""price"": 23.58, ""amount"": 796.533}, {""price"": 23.84, ""amount"": 374.676}]","[{""price"": 24.41, ""amount"": 2377.184}, {""price"": 25.3, ""amount"": 697.937}, {""price"": 24.27, ""amount"": 652.448}]",unknown,
CATI/USDT,1h,LONG,0.36864767663024023,0,0,0,0,0.0,0.0,0.010088989049447881,0,0.1011,0.1011,0.10362749999999998,0.09958349999999999,0.09908558249999999,0.10414563749999997,24.0,0.025,30.6,2025-07-16 00:38:09.606335,ACTIVE,{},0,1.0,0.5,0.5,0.24019788764878885,"[{""price"": 0.0989, ""amount"": 598121.1}, {""price"": 0.0999, ""amount"": 337745.9}, {""price"": 0.0961, ""amount"": 223276.6}]","[{""price"": 0.1028, ""amount"": 563934.7}, {""price"": 0.1017, ""amount"": 320014.5}, {""price"": 0.1015, ""amount"": 150517.1}]",unknown,
COW/USDT,1h,LONG,0.369855511375788,0,0,0,0,0.0,0.0,0.0,0,0.4146,0.4146,0.424965,0.40966428571428576,0.40761596428571434,0.4270898249999999,24.0,0.025,30.6,2025-07-16 00:38:33.216019,ACTIVE,{},0,1.0,0.5,0.5,-0.008012369453013706,"[{""price"": 0.4015, ""amount"": 24906.6}, {""price"": 0.4102, ""amount"": 21470.4}, {""price"": 0.4127, ""amount"": 12682.9}]","[{""price"": 0.437, ""amount"": 20000.0}, {""price"": 0.4311, ""amount"": 19787.8}, {""price"": 0.4216, ""amount"": 12745.2}]",unknown,
CETUS/USDT,1h,LONG,0.36873935853766115,0,0,0,0,0.0,0.0,-0.0876724358120764,0,0.1231,0.1231,0.1261775,0.121375,0.12076812499999999,0.12680838749999998,24.0,0.025,30.6,2025-07-16 00:38:57.023471,ACTIVE,{},0,0.2,0.5,0.5,0.12910845414724878,"[{""price"": 0.115, ""amount"": 637508.8}, {""price"": 0.1126, ""amount"": 200000.0}, {""price"": 0.1221, ""amount"": 174695.6}]","[{""price"": 0.135, ""amount"": 647437.1}, {""price"": 0.125, ""amount"": 140223.5}, {""price"": 0.1285, ""amount"": 65606.8}]",unknown,
BIO/USDT,1h,LONG,0.36871243782913377,0,0,0,0,0.0,0.0,-0.9999999999893135,0,0.071,0.071,0.07277499999999999,0.06994642857142856,0.06959669642857141,0.07313887499999998,24.0,0.025,30.6,2025-07-16 00:39:20.534846,ACTIVE,{},0,0.2,0.5,0.5,-0.018635178194151635,"[{""price"": 0.0705, ""amount"": 427258.3}, {""price"": 0.0706, ""amount"": 357217.9}, {""price"": 0.0703, ""amount"": 352919.8}]","[{""price"": 0.081, ""amount"": 681316.5}, {""price"": 0.08, ""amount"": 479870.0}, {""price"": 0.078, ""amount"": 231723.2}]",unknown,
COOKIE/USDT,1h,LONG,0.36873935853766115,0,0,0,0,0.0,0.0,0.0,0,0.1914,0.1914,0.19618499999999997,0.1889785714285714,0.18803367857142855,0.19716592499999994,24.0,0.025,30.6,2025-07-16 00:39:42.942263,ACTIVE,{},0,0.2,0.5,0.5,0.05254890851099049,"[{""price"": 0.1776, ""amount"": 78560.7}, {""price"": 0.1888, ""amount"": 43106.0}, {""price"": 0.1879, ""amount"": 42945.7}]","[{""price"": 0.21, ""amount"": 45310.6}, {""price"": 0.1948, ""amount"": 43316.8}, {""price"": 0.1919, ""amount"": 38495.3}]",unknown,
COS/USDT,1h,LONG,0.36878603425180834,0,0,0,0,0.0,0.0,-0.5132004610243984,0,0.003437,0.003437,0.003513285714285714,0.0034115714285714287,0.0033945135714285716,0.003530852142857142,24.0,0.025,30.6,2025-07-16 00:41:52.913588,ACTIVE,{},0,0.2,0.5,0.5,-0.1963438595649012,"[{""price"": 0.003384, ""amount"": 2494204.4}, {""price"": 0.003347, ""amount"": 1352403.8}, {""price"": 0.00341, ""amount"": 1132395.5}]","[{""price"": 0.003553, ""amount"": 2812191.0}, {""price"": 0.003487, ""amount"": 2410926.2}, {""price"": 0.003569, ""amount"": 2196148.8}]",unknown,
ARB/USDT,1h,LONG,0.3694687758528743,0,0,0,0,0.0,0.0,0.0,0,0.4288,0.4288,0.43951999999999997,0.4240857142857143,0.4219652857142857,0.44171759999999993,24.0,0.025,30.6,2025-07-16 00:44:22.495406,ACTIVE,{},0,0.2,0.5,0.5,-0.39137178978960374,"[{""price"": 0.428, ""amount"": 73758.7}, {""price"": 0.4279, ""amount"": 46649.0}, {""price"": 0.4276, ""amount"": 40836.4}]","[{""price"": 0.429, ""amount"": 144525.1}, {""price"": 0.4325, ""amount"": 111952.2}, {""price"": 0.4299, ""amount"": 90201.6}]",unknown,
ARK/USDT,1h,LONG,0.3690750702943312,0,0,0,0,0.0,0.0,0.0,0,0.4483,0.4483,0.4581571428571429,0.4450142857142857,0.44278921428571427,0.4604479285714285,24.0,0.025,30.6,2025-07-16 00:44:43.348185,ACTIVE,{},0,0.2,0.5,0.5,-0.08612302445546167,"[{""price"": 0.4465, ""amount"": 6215.0}, {""price"": 0.441, ""amount"": 6206.0}, {""price"": 0.4449, ""amount"": 5731.0}]","[{""price"": 0.456, ""amount"": 30000.0}, {""price"": 0.4515, ""amount"": 11344.0}, {""price"": 0.462, ""amount"": 9825.0}]",unknown,
BEAMX/USDT,1h,LONG,0.36863012619856494,0,0,0,0,0.0,0.0,0.0,0,0.00723,0.00723,0.00741075,0.007141785714285715,0.007106076785714286,0.007447803749999999,24.0,0.025,30.6,2025-07-16 00:45:03.261504,ACTIVE,{},0,0.2,0.5,0.5,-0.3316260050231203,"[{""price"": 0.00714, ""amount"": 2173627.0}, {""price"": 0.00721, ""amount"": 2087322.0}, {""price"": 0.00719, ""amount"": 847425.0}]","[{""price"": 0.0076, ""amount"": 2052684.0}, {""price"": 0.00739, ""amount"": 1994846.0}, {""price"": 0.0079, ""amount"": 1747201.0}]",unknown,
BONK/USDT,1h,LONG,0.3686790548297011,0,0,0,0,0.0,0.0,0.0,0,2.942e-05,2.942e-05,3.0155499999999996e-05,2.8978699999999998e-05,2.8833806499999996e-05,3.0306277499999993e-05,24.0,0.025,30.6,2025-07-16 00:45:39.953642,ACTIVE,{},0,0.2,0.5,0.5,-0.1919057348288512,"[{""price"": 2.878e-05, ""amount"": 1772586950.0}, {""price"": 2.85e-05, ""amount"": 1652367438.0}, {""price"": 2.913e-05, ""amount"": 995008610.0}]","[{""price"": 3e-05, ""amount"": 5431262207.0}, {""price"": 2.96e-05, ""amount"": 1758447756.0}, {""price"": 2.998e-05, ""amount"": 982880482.0}]",unknown,
AEVO/USDT,1h,LONG,0.36864767663024023,0,0,0,0,0.0,0.0,0.0,0,0.1303,0.1303,0.1335575,0.1283455,0.1277037725,0.13422528749999998,24.0,0.025,30.6,2025-07-16 00:46:05.742048,ACTIVE,{},0,1.0,0.5,0.5,0.2279575554485015,"[{""price"": 0.1295, ""amount"": 353042.58}, {""price"": 0.1286, ""amount"": 171796.24}, {""price"": 0.1284, ""amount"": 104833.75}]","[{""price"": 0.14, ""amount"": 99593.09}, {""price"": 0.132, ""amount"": 84084.84}, {""price"": 0.1366, ""amount"": 72647.7}]",unknown,
BOME/USDT,1h,LONG,0.3687882174313476,0,0,0,0,0.0,0.0,0.999999999982801,0,0.001847,0.001847,0.0018931749999999998,0.0018251071428571429,0.0018159816071428572,0.0019026408749999995,24.0,0.025,30.6,2025-07-16 00:46:27.844156,ACTIVE,{},0,0.2,0.5,0.5,-0.09246588331008398,"[{""price"": 0.001767, ""amount"": 32904799.0}, {""price"": 0.001842, ""amount"": 5371897.0}, {""price"": 0.001759, ""amount"": 5091722.0}]","[{""price"": 0.001896, ""amount"": 17744244.0}, {""price"": 0.001853, ""amount"": 10550277.0}, {""price"": 0.001912, ""amount"": 10133017.0}]",unknown,
BANANA/USDT,1h,LONG,0.37158498291377495,0,0,0,0,0.0,0.0,0.0,0,23.84,23.84,24.435999999999996,23.4824,23.364987999999997,24.558179999999993,24.0,0.025,30.6,2025-07-16 00:46:53.168389,ACTIVE,{},0,0.2,0.5,0.5,-0.24522062422205704,"[{""price"": 23.39, ""amount"": 2075.011}, {""price"": 23.49, ""amount"": 722.075}, {""price"": 23.65, ""amount"": 427.357}]","[{""price"": 24.86, ""amount"": 2498.846}, {""price"": 24.33, ""amount"": 1968.923}, {""price"": 24.49, ""amount"": 1052.868}]",unknown,
CATI/USDT,1h,LONG,0.36864767663024023,0,0,0,0,0.0,0.0,0.0,0,0.0997,0.0997,0.10219249999999999,0.0982045,0.09771347749999999,0.10270346249999998,24.0,0.025,30.6,2025-07-16 00:47:17.143784,ACTIVE,{},0,1.0,0.5,0.5,0.13193477315690622,"[{""price"": 0.0995, ""amount"": 291482.2}, {""price"": 0.0991, ""amount"": 230451.8}, {""price"": 0.099, ""amount"": 213253.3}]","[{""price"": 0.1014, ""amount"": 256492.8}, {""price"": 0.1019, ""amount"": 150038.2}, {""price"": 0.1009, ""amount"": 95117.6}]",unknown,
COW/USDT,1h,LONG,0.369855511375788,0,0,0,0,0.0,0.0,0.0,0,0.4107,0.4107,0.4209675,0.4057642857142857,0.4037354642857143,0.42307233749999995,24.0,0.025,30.6,2025-07-16 00:47:40.487588,ACTIVE,{},0,1.0,0.5,0.5,0.07784337105429175,"[{""price"": 0.4006, ""amount"": 12481.3}, {""price"": 0.4061, ""amount"": 11866.6}, {""price"": 0.407, ""amount"": 9434.2}]","[{""price"": 0.4123, ""amount"": 12573.9}, {""price"": 0.4116, ""amount"": 10541.3}, {""price"": 0.4239, ""amount"": 9434.8}]",unknown,
CETUS/USDT,1h,LONG,0.36873935853766115,0,0,0,0,0.0,0.0,0.9999999999863599,0,0.1227,0.1227,0.1257675,0.120975,0.120370125,0.12639633749999998,24.0,0.025,30.6,2025-07-16 00:48:01.209830,ACTIVE,{},0,0.2,0.5,0.5,0.35250705711967806,"[{""price"": 0.115, ""amount"": 637503.5}, {""price"": 0.1216, ""amount"": 225928.5}, {""price"": 0.1126, ""amount"": 200000.0}]","[{""price"": 0.1235, ""amount"": 143082.5}, {""price"": 0.1285, ""amount"": 65688.1}, {""price"": 0.133, ""amount"": 56529.3}]",unknown,
BIO/USDT,1h,LONG,0.36871243782913377,0,0,0,0,0.0,0.0,-0.9999999999893135,0,0.0711,0.0711,0.07287749999999998,0.07003571428571428,0.0696855357142857,0.07324188749999998,24.0,0.025,30.6,2025-07-16 00:48:25.210320,ACTIVE,{},0,0.2,0.5,0.5,-0.09083419315413671,"[{""price"": 0.0705, ""amount"": 364638.8}, {""price"": 0.0704, ""amount"": 293895.0}, {""price"": 0.0708, ""amount"": 272037.5}]","[{""price"": 0.081, ""amount"": 681316.5}, {""price"": 0.08, ""amount"": 479870.0}, {""price"": 0.0718, ""amount"": 281897.5}]",unknown,
COOKIE/USDT,1h,LONG,0.36873935853766115,0,0,0,0,0.0,0.0,0.0,0,0.1918,0.1918,0.196595,0.18934285714285715,0.18839614285714287,0.19757797499999996,24.0,0.025,30.6,2025-07-16 00:48:49.549291,ACTIVE,{},0,0.2,0.5,0.5,-7.223009402736203e-05,"[{""price"": 0.1776, ""amount"": 78560.7}, {""price"": 0.1915, ""amount"": 53597.2}, {""price"": 0.1884, ""amount"": 41623.8}]","[{""price"": 0.1954, ""amount"": 42030.8}, {""price"": 0.1949, ""amount"": 36761.0}, {""price"": 0.1945, ""amount"": 36410.3}]",unknown,
ANIME/USDT,1h,LONG,0.36871379617348454,0,0,0,0,0.0,0.0,0.3216309738756878,0,0.01958,0.01958,0.020069499999999997,0.019363571428571428,0.019266753571428572,0.020169847499999994,24.0,0.025,30.6,2025-07-16 00:49:12.516287,ACTIVE,{},0,0.2,0.5,0.5,0.26431935857740757,"[{""price"": 0.01926, ""amount"": 3955375.7}, {""price"": 0.0183, ""amount"": 2973063.0}, {""price"": 0.01943, ""amount"": 2547800.9}]","[{""price"": 0.01979, ""amount"": 2356896.9}, {""price"": 0.01978, ""amount"": 2315197.9}, {""price"": 0.01964, ""amount"": 749211.3}]",unknown,
AAVE/USDT,1h,LONG,0.37668201327130946,0,0,0,0,0.0,0.0,0.0,0,325.1,325.1,333.2275,321.6742857142857,320.06591428571426,334.8936375,24.0,0.025,30.6,2025-07-16 00:53:21.710027,ACTIVE,{},0,0.2,0.5,0.5,-0.10088933160708,"[{""price"": 324.57, ""amount"": 61.315}, {""price"": 325.0, ""amount"": 55.332}, {""price"": 324.99, ""amount"": 32.781}]","[{""price"": 325.6, ""amount"": 75.689}, {""price"": 326.0, ""amount"": 66.502}, {""price"": 325.52, ""amount"": 35.745}]",unknown,
BAKE/USDT,1h,LONG,0.3687378496833551,0,0,0,0,0.0,0.0,-0.7689846547874354,0,0.0902,0.0902,0.092455,0.0893357142857143,0.08888903571428572,0.09291727499999998,24.0,0.025,30.6,2025-07-16 00:54:23.441829,ACTIVE,{},0,0.2,0.5,0.5,-0.36467947540060536,"[{""price"": 0.084, ""amount"": 223116.1}, {""price"": 0.0848, ""amount"": 104704.8}, {""price"": 0.079, ""amount"": 65676.3}]","[{""price"": 0.0948, ""amount"": 1048416.0}, {""price"": 0.1, ""amount"": 288141.7}, {""price"": 0.098, ""amount"": 156221.6}]",unknown,
AEVO/USDT,1h,LONG,0.36864767663024023,0,0,0,0,0.0,0.0,0.0,0,0.1289,0.1289,0.13212249999999998,0.12696649999999998,0.1263316675,0.13278311249999997,24.0,0.025,30.6,2025-07-16 00:55:55.929407,ACTIVE,{},0,1.0,0.5,0.5,0.24503049669219096,"[{""price"": 0.1266, ""amount"": 420435.11}, {""price"": 0.128, ""amount"": 333268.52}, {""price"": 0.1285, ""amount"": 113493.01}]","[{""price"": 0.131, ""amount"": 102815.01}, {""price"": 0.14, ""amount"": 88909.3}, {""price"": 0.1301, ""amount"": 81141.77}]",unknown,
CATI/USDT,1h,LONG,0.36864767663024023,0,0,0,0,0.0,0.0,-0.024611386840851093,0,0.1007,0.1007,0.10321749999999999,0.0991895,0.0986935525,0.10373358749999997,24.0,0.025,30.6,2025-07-16 00:56:28.244603,ACTIVE,{},0,1.0,0.5,0.5,0.10627891285369313,"[{""price"": 0.0989, ""amount"": 543591.8}, {""price"": 0.0999, ""amount"": 314232.1}, {""price"": 0.0991, ""amount"": 222023.5}]","[{""price"": 0.1029, ""amount"": 548826.8}, {""price"": 0.1018, ""amount"": 261159.9}, {""price"": 0.1019, ""amount"": 216380.3}]",unknown,
COW/USDT,1h,LONG,0.369855511375788,0,0,0,0,0.0,0.0,0.0,0,0.4111,0.4111,0.42137749999999996,0.40616428571428576,0.40413346428571434,0.4234843874999999,24.0,0.025,30.6,2025-07-16 00:56:48.802886,ACTIVE,{},0,1.0,0.5,0.5,0.01798125262190962,"[{""price"": 0.4086, ""amount"": 14470.1}, {""price"": 0.4025, ""amount"": 12422.4}, {""price"": 0.41, ""amount"": 11249.8}]","[{""price"": 0.4311, ""amount"": 19787.8}, {""price"": 0.4137, ""amount"": 14652.0}, {""price"": 0.429, ""amount"": 12038.0}]",unknown,
CETUS/USDT,1h,LONG,0.36873935853766115,0,0,0,0,0.0,0.0,0.9999999999863599,0,0.1225,0.1225,0.1255625,0.120775,0.12017112499999999,0.12619031249999998,24.0,0.025,30.6,2025-07-16 00:57:08.834571,ACTIVE,{},0,0.2,0.5,0.5,0.3718863683487661,"[{""price"": 0.115, ""amount"": 637503.5}, {""price"": 0.1126, ""amount"": 200000.0}, {""price"": 0.1216, ""amount"": 196195.6}]","[{""price"": 0.1247, ""amount"": 107126.6}, {""price"": 0.1285, ""amount"": 65688.1}, {""price"": 0.1235, ""amount"": 64352.9}]",unknown,
