timestamp,open,high,low,close,volume
2025-01-05,0.232,0.2359,0.2281,0.234,2741780.9
2025-01-06,0.234,0.2436,0.2292,0.2356,5060619.5
2025-01-07,0.2356,0.2375,0.2099,0.2101,4377838.0
2025-01-08,0.2099,0.2118,0.1905,0.2009,5362731.0
2025-01-09,0.2008,0.2033,0.1866,0.1918,3758382.1
2025-01-10,0.1918,0.1995,0.1883,0.1946,3056920.5
2025-01-11,0.1942,0.1967,0.19,0.1928,1727398.5
2025-01-12,0.193,0.1942,0.1856,0.1883,2064960.8
2025-01-13,0.1882,0.1931,0.1703,0.1832,5240491.0
2025-01-14,0.1832,0.1908,0.1819,0.1896,1905115.7
2025-01-15,0.1897,0.2016,0.1846,0.2011,2725838.7
2025-01-16,0.2012,0.2017,0.1927,0.1972,2454523.1
2025-01-17,0.1973,0.2076,0.1971,0.207,1635072.8
2025-01-18,0.2074,0.2083,0.1834,0.1874,5156347.7
2025-01-19,0.1874,0.1956,0.1692,0.1772,9846657.1
2025-01-20,0.1772,0.1894,0.1666,0.1734,7941899.7
2025-01-21,0.1733,0.1836,0.1641,0.1769,5860231.0
2025-01-22,0.1768,0.179,0.1729,0.1739,4477101.9
2025-01-23,0.1739,0.1762,0.1668,0.1721,5309033.2
2025-01-24,0.1723,0.1733,0.1577,0.159,4276921.0
2025-01-25,0.1588,0.1611,0.1558,0.1578,2673260.0
2025-01-26,0.1578,0.1651,0.1571,0.1574,2074098.7
2025-01-27,0.1571,0.1576,0.1418,0.1545,5986786.5
2025-01-28,0.1545,0.1559,0.1421,0.1437,3139964.5
2025-01-29,0.1437,0.1537,0.1426,0.1494,6827713.2
2025-01-30,0.1497,0.1578,0.1479,0.1551,2291342.2
2025-01-31,0.1548,0.1628,0.1528,0.1567,2815851.3
2025-02-01,0.1565,0.1598,0.1398,0.1405,4322841.7
2025-02-02,0.1406,0.1426,0.1147,0.1223,8596013.2
2025-02-03,0.1225,0.1252,0.0909,0.1235,21974596.7
2025-02-04,0.1236,0.1248,0.1117,0.1189,8286985.6
2025-02-05,0.1191,0.123,0.1161,0.118,5055623.7
2025-02-06,0.1178,0.1202,0.1094,0.1113,4719621.9
2025-02-07,0.1112,0.1237,0.1104,0.1141,11755279.5
2025-02-08,0.114,0.1375,0.1122,0.126,37088813.4
2025-02-09,0.126,0.1338,0.1172,0.1233,16865382.3
2025-02-10,0.1232,0.1406,0.1179,0.1367,18884822.0
2025-02-11,0.1368,0.1438,0.1273,0.1305,14428739.8
2025-02-12,0.1304,0.1498,0.1285,0.1478,18217898.7
2025-02-13,0.1479,0.1494,0.135,0.1406,17417416.8
2025-02-14,0.1406,0.1444,0.1347,0.14,10047231.8
2025-02-15,0.1399,0.1434,0.1358,0.1372,3724985.7
2025-02-16,0.137,0.1409,0.1348,0.1355,3175665.7
2025-02-17,0.1356,0.1388,0.1272,0.1303,5496571.3
2025-02-18,0.1302,0.1305,0.1133,0.1181,8677788.3
2025-02-19,0.1179,0.1383,0.1165,0.1266,61852823.5
2025-02-20,0.1265,0.1334,0.1262,0.1329,12153975.1
2025-02-21,0.1328,0.1413,0.1275,0.1285,13489747.6
2025-02-22,0.1284,0.1394,0.1274,0.1393,4922070.0
2025-02-23,0.1394,0.1402,0.1315,0.1349,3945416.8
2025-02-24,0.1349,0.1356,0.1172,0.1196,6890947.1
2025-02-25,0.1196,0.1256,0.1125,0.1229,10340136.1
2025-02-26,0.1226,0.1276,0.12,0.1256,7143287.9
2025-02-27,0.1258,0.129,0.1211,0.1243,3053634.6
2025-02-28,0.1244,0.1355,0.1146,0.1312,25520929.0
2025-03-01,0.1315,0.1334,0.1242,0.1285,8880109.0
2025-03-02,0.1283,0.1415,0.1259,0.1394,8918935.9
2025-03-03,0.1397,0.1399,0.1187,0.1198,6836891.1
2025-03-04,0.12,0.1211,0.1084,0.1163,6598501.2
2025-03-05,0.116,0.1224,0.1153,0.1212,6877427.7
2025-03-06,0.1215,0.1241,0.1166,0.1185,3944913.1
2025-03-07,0.1184,0.1224,0.1122,0.1185,5965298.5
2025-03-08,0.1185,0.1217,0.1143,0.1166,4003898.2
2025-03-09,0.1164,0.12,0.1075,0.1094,8652163.2
2025-03-10,0.1095,0.1148,0.1027,0.105,6335789.3
2025-03-11,0.105,0.1138,0.098,0.1102,5963861.9
2025-03-12,0.1102,0.1154,0.1065,0.1121,7276813.5
2025-03-13,0.1123,0.1133,0.1076,0.1111,3118882.9
2025-03-14,0.111,0.1172,0.1106,0.1138,3576337.9
2025-03-15,0.1142,0.1193,0.1139,0.119,2549309.7
2025-03-16,0.119,0.1198,0.1124,0.1138,3289956.0
2025-03-17,0.1137,0.1231,0.1137,0.1207,4336768.3
2025-03-18,0.1208,0.1216,0.1153,0.1214,3204741.9
2025-03-19,0.1212,0.123,0.1187,0.1226,3789489.9
2025-03-20,0.1226,0.1231,0.1161,0.118,3986948.1
2025-03-21,0.1179,0.1193,0.113,0.1152,3535627.9
2025-03-22,0.1153,0.1209,0.1149,0.1167,2873123.8
2025-03-23,0.1168,0.1186,0.1146,0.1161,2255162.3
2025-03-24,0.1161,0.124,0.1157,0.1228,3952336.9
2025-03-25,0.1228,0.1242,0.1191,0.1216,4695777.0
2025-03-26,0.1215,0.1216,0.1143,0.1161,2658759.1
2025-03-27,0.1161,0.1194,0.1126,0.1134,2957832.5
2025-03-28,0.1132,0.116,0.0937,0.1084,23763016.0
2025-03-29,0.1085,0.1106,0.098,0.1008,12132623.6
2025-03-30,0.1005,0.1034,0.0978,0.1007,3664451.2
2025-03-31,0.1008,0.1025,0.0964,0.0984,4500578.9
2025-04-01,0.0985,0.1018,0.0939,0.0949,4891744.0
2025-04-02,0.095,0.0953,0.0855,0.0873,7402234.6
2025-04-03,0.0873,0.0899,0.0642,0.0741,27174888.3
2025-04-04,0.0741,0.0762,0.0699,0.0727,11458653.0
2025-04-05,0.0729,0.0735,0.0696,0.0718,6028951.8
2025-04-06,0.0718,0.0739,0.0634,0.0658,8786786.0
2025-04-07,0.0657,0.0699,0.0591,0.0674,9174292.8
2025-04-08,0.0675,0.0718,0.0645,0.065,8326604.1
2025-04-09,0.065,0.0751,0.0618,0.0747,7505911.1
2025-04-10,0.0746,0.0747,0.068,0.071,6157587.2
2025-04-11,0.071,0.0748,0.0633,0.0691,24638289.1
2025-04-12,0.0691,0.0729,0.0686,0.0725,3596404.4
2025-04-13,0.0726,0.0732,0.0667,0.0686,4444373.5
2025-04-14,0.0684,0.0718,0.0662,0.0678,5203952.7
2025-04-15,0.0677,0.0688,0.0641,0.0649,4684150.9
2025-04-16,0.0647,0.0656,0.0569,0.0571,13522427.0
2025-04-17,0.057,0.0577,0.0516,0.0529,20828011.2
2025-04-18,0.0529,0.0612,0.0521,0.0591,30109418.0
2025-04-19,0.0591,0.0713,0.0586,0.0668,90085613.1
2025-04-20,0.0668,0.0877,0.0659,0.0738,97918018.8
2025-04-21,0.0738,0.0992,0.0727,0.0832,101937884.9
2025-04-22,0.0832,0.0956,0.0791,0.0858,62754048.2
2025-04-23,0.0859,0.089,0.0796,0.0817,22364954.9
2025-04-24,0.0816,0.0874,0.0797,0.0868,14099780.1
2025-04-25,0.0868,0.0897,0.0857,0.0872,9737535.8
2025-04-26,0.0872,0.0907,0.0868,0.0901,6010942.5
2025-04-27,0.09,0.0901,0.0827,0.083,5716373.1
2025-04-28,0.0833,0.0867,0.0806,0.0832,11485763.2
2025-04-29,0.0832,0.0843,0.0767,0.078,7584917.7
2025-04-30,0.0778,0.0941,0.0771,0.0937,47596727.2
2025-05-01,0.0937,0.095,0.0869,0.0877,16946475.6
2025-05-02,0.0877,0.089,0.0833,0.089,8499895.9
2025-05-03,0.0889,0.0961,0.0823,0.0831,19981088.8
2025-05-04,0.0833,0.0841,0.0787,0.0805,7230919.2
2025-05-05,0.0803,0.0813,0.0773,0.0786,4637008.0
2025-05-06,0.0786,0.0799,0.0736,0.0762,6023646.5
2025-05-07,0.0763,0.0781,0.0735,0.0754,6379752.5
2025-05-08,0.0756,0.0836,0.0755,0.0833,7872560.7
2025-05-09,0.0833,0.0969,0.0831,0.096,17891126.0
2025-05-10,0.0961,0.1031,0.0939,0.1025,19016201.2
2025-05-11,0.1025,0.1037,0.0966,0.0996,14601738.0
2025-05-12,0.0996,0.1051,0.095,0.1021,13097440.3
2025-05-13,0.1021,0.1038,0.0939,0.1021,6653747.2
2025-05-14,0.1022,0.1044,0.0975,0.0988,5636756.3
2025-05-15,0.0988,0.0998,0.085,0.0872,10596024.8
2025-05-16,0.0874,0.0899,0.0775,0.0787,16295153.3
2025-05-17,0.0785,0.0791,0.074,0.0757,10463838.4
2025-05-18,0.0759,0.0838,0.0735,0.0795,19620792.7
2025-05-19,0.0798,0.0801,0.0681,0.073,21848837.1
2025-05-20,0.073,0.075,0.0663,0.0705,21082416.3
2025-05-21,0.0705,0.0727,0.0669,0.0692,13526333.0
2025-05-22,0.0692,0.0769,0.0691,0.0766,17123664.2
2025-05-23,0.0767,0.0785,0.0696,0.0703,18951895.3
2025-05-24,0.0702,0.075,0.0688,0.072,18314551.7
2025-05-25,0.0719,0.0721,0.0665,0.0709,11088288.8
2025-05-26,0.0708,0.0727,0.0686,0.0694,12328522.8
2025-05-27,0.0693,0.0726,0.0673,0.0708,10201133.3
2025-05-28,0.0707,0.0722,0.0671,0.0703,12902329.0
2025-05-29,0.0702,0.072,0.0652,0.0662,13316583.8
2025-05-30,0.066,0.0665,0.0544,0.0548,23916453.2
2025-05-31,0.0548,0.0579,0.0528,0.0568,15693742.0
2025-06-01,0.0569,0.0593,0.0561,0.0589,7164097.6
2025-06-02,0.0587,0.0607,0.057,0.0605,7866666.5
2025-06-03,0.0604,0.0616,0.0588,0.0593,8751322.9
2025-06-04,0.0592,0.0608,0.0565,0.0571,6091788.6
2025-06-05,0.057,0.0585,0.0526,0.054,8895761.6
2025-06-06,0.0539,0.058,0.0531,0.0551,5567838.0
2025-06-07,0.0549,0.0582,0.0542,0.0578,5464942.9
2025-06-08,0.0576,0.0582,0.0558,0.0569,4099960.7
2025-06-09,0.0567,0.0603,0.0549,0.0591,30403188.3
2025-06-10,0.0591,0.0616,0.0575,0.0615,15336002.8
2025-06-11,0.0613,0.0615,0.0556,0.0567,13263217.3
2025-06-12,0.0566,0.0566,0.0514,0.0518,13957741.0
2025-06-13,0.0516,0.0524,0.0477,0.0523,20364597.8
2025-06-14,0.0523,0.0544,0.0511,0.0539,17113514.6
2025-06-15,0.0539,0.057,0.0529,0.0547,25797802.9
2025-06-16,0.0545,0.0597,0.054,0.0566,22405917.3
2025-06-17,0.0566,0.0574,0.0525,0.0536,9473230.6
2025-06-18,0.0535,0.0544,0.0509,0.0529,6605277.0
2025-06-19,0.0529,0.0538,0.0508,0.0527,4054497.9
2025-06-20,0.0527,0.0544,0.0501,0.0516,6307280.8
2025-06-21,0.0516,0.0525,0.0484,0.0497,4110390.1
2025-06-22,0.0498,0.0504,0.041,0.0468,16274894.4
2025-06-23,0.0466,0.0531,0.0465,0.0526,8588848.0
2025-06-24,0.0528,0.0549,0.0526,0.0542,5532773.9
2025-06-25,0.0542,0.0545,0.0506,0.0515,10768312.0
2025-06-26,0.0512,0.0561,0.051,0.052,28893890.0
2025-06-27,0.0519,0.0529,0.0502,0.0521,13490116.1
2025-06-28,0.052,0.0554,0.0494,0.0538,18333698.0
2025-06-29,0.0537,0.0566,0.0526,0.0544,17142104.0
2025-06-30,0.0544,0.0546,0.0504,0.0512,18000761.4
2025-07-01,0.0513,0.0518,0.045,0.0456,28781463.2
2025-07-02,0.0456,0.0499,0.0446,0.0491,28759452.2
2025-07-03,0.0491,0.0517,0.0485,0.0517,6850531.1
