timestamp,open,high,low,close,volume
2025-01-05,20.76,21.3,20.59,20.8,45630.43
2025-01-06,20.81,21.68,20.5,21.45,32200.4006
2025-01-07,21.47,21.52,19.34,19.36,54268.8733
2025-01-08,19.36,19.7,17.72,18.52,68597.7491
2025-01-09,18.54,18.76,17.65,18.08,46212.8702
2025-01-10,18.09,18.68,17.72,18.26,28475.7515
2025-01-11,18.29,18.82,18.0,18.34,31102.0796
2025-01-12,18.32,18.47,17.76,18.1,26210.5101
2025-01-13,18.1,18.51,16.23,17.62,61421.7557
2025-01-14,17.62,18.39,17.42,18.3,29367.8788
2025-01-15,18.31,19.39,17.93,19.34,38493.2187
2025-01-16,19.33,19.35,18.45,18.66,35731.9424
2025-01-17,18.67,20.04,18.63,19.77,37596.1081
2025-01-18,19.76,19.82,17.86,18.16,42292.5925
2025-01-19,18.16,18.52,16.25,16.56,70450.3812
2025-01-20,16.56,17.96,16.1,16.63,63286.4906
2025-01-21,16.59,17.28,15.96,16.92,41680.3203
2025-01-22,16.91,17.14,16.34,16.5,23774.0145
2025-01-23,16.5,16.6,15.74,16.48,35217.7609
2025-01-24,16.48,16.59,15.83,15.9,27138.8148
2025-01-25,15.9,16.14,15.6,15.75,26053.333
2025-01-26,15.75,16.49,15.64,15.66,48577.5319
2025-01-27,15.65,15.92,14.26,15.04,83387.2966
2025-01-28,15.04,15.19,14.52,14.74,53046.4074
2025-01-29,14.73,15.37,14.38,14.84,53665.794
2025-01-30,14.85,15.87,14.7,15.24,44717.1523
2025-01-31,15.21,16.17,15.03,15.5,30163.501
2025-02-01,15.48,15.58,14.29,14.38,28114.7101
2025-02-02,14.38,14.62,12.33,12.95,61972.7134
2025-02-03,12.95,13.38,10.51,13.23,104494.0381
2025-02-04,13.24,13.36,11.98,12.41,81237.3545
2025-02-05,12.41,13.0,12.23,12.37,43513.2253
2025-02-06,12.37,12.77,11.88,11.93,37976.9134
2025-02-07,11.95,12.74,11.5,11.81,46784.8298
2025-02-08,11.8,12.39,11.74,12.32,38940.0395
2025-02-09,12.31,12.69,11.66,12.1,31942.5314
2025-02-10,12.13,12.47,11.69,12.01,46335.2125
2025-02-11,12.01,12.54,11.86,12.12,51417.0079
2025-02-12,12.14,14.92,12.1,13.26,420884.8805
2025-02-13,13.25,13.53,12.57,13.1,76075.7259
2025-02-14,13.11,13.36,12.74,13.15,72881.3485
2025-02-15,13.17,13.31,12.48,12.7,60139.9114
2025-02-16,12.69,13.05,12.55,12.75,37379.9404
2025-02-17,12.75,13.23,12.32,12.74,52811.7405
2025-02-18,12.73,12.77,11.63,12.14,60323.1214
2025-02-19,12.14,12.48,12.02,12.37,27469.2531
2025-02-20,12.35,12.77,12.33,12.71,39774.5358
2025-02-21,12.71,13.18,12.1,12.26,75108.529
2025-02-22,12.26,13.02,12.15,12.94,62175.9361
2025-02-23,12.95,13.1,12.65,12.87,43362.3021
2025-02-24,12.87,12.94,11.29,11.41,67378.8287
2025-02-25,11.42,11.83,10.61,11.68,86500.2917
2025-02-26,11.67,12.03,11.03,11.62,59658.5772
2025-02-27,11.62,12.03,11.41,11.68,37101.1566
2025-02-28,11.67,11.79,10.78,11.67,64151.2904
