timestamp,open,high,low,close,volume,sma_5,sma_10,sma_20,sma_50,sma_200,ema_5,ema_10,ema_20,ema_50,ema_200,macd,macd_signal,macd_histogram,rsi_7,rsi_14,rsi_21,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,bb_width,bb_percent,atr,historical_volatility,volatility_ratio,obv,vwap,volume_roc,volume_ma,adx_pos,adx_neg,adx,volume_ratio,cci,mfi,williams_r,psar,roc,price_roc,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,keltner_ema,keltner_upper,keltner_lower,rolling_mean_5,rolling_mean_10,rolling_mean_20,rolling_std_5,rolling_std_10,rolling_std_20,rolling_min_5,rolling_max_5,rolling_min_10,rolling_max_10,rolling_median_5,rolling_median_10,price_change_1,price_change_3,price_change_5,price_change_10,price_change_15,price_change_20,price_change_30,price_change_50,volume_change_1,volume_change_3,volume_change_5,volume_change_10,volume_change_15,volume_change_20,price_position_5,price_position_10,price_position_20,price_position_50,momentum_1,momentum_3,momentum_5,momentum_10,momentum_15,momentum_20,momentum_30,momentum_50,volatility_1,volatility_3,volatility_5,volatility_10,volatility_15,volatility_20,volatility_30,volatility_50,volume_ma_1,volume_ma_3,volume_ma_5,volume_ma_10,volume_ma_15,volume_ma_20,price_ratio_5,price_ratio_10,price_ratio_20,price_ratio_30,price_ratio_50,price_ratio_200,high_low_ratio,open_close_ratio,close_open_ratio,high_close_ratio,price_zscore_5,price_zscore_10,price_zscore_20,price_zscore_30,price_zscore_50,price_zscore_200,rate_of_change_5,rate_of_change_10,rate_of_change_20,momentum_roc_5,momentum_roc_10,momentum_roc_20,price_momentum_5,price_momentum_10,true_range,average_true_range_5,average_true_range_10,volatility_std_5,volatility_std_10,volatility_std_20,volume_sma_5,volume_sma_10,volume_sma_20,volume_ema_5,volume_ema_10,volume_ema_20,volume_ratio_5,volume_ratio_10,price_gap_up,price_gap_down,price_breakout_up,price_breakout_down,price_consolidation,price_trend_strength,near_support,near_resistance,support_strength,resistance_strength,day_of_week,hour,month,quarter,skewness_5,skewness_10,skewness_20,kurtosis_5,kurtosis_10,kurtosis_20,correlation_5,correlation_10,parabolic_sar,commodity_channel_index,money_flow_index,ultimate_oscillator,stochastic_rsi,williams_alligator,fractal_chaos_bands,ease_of_movement,mass_index,detrended_price_oscillator,bid_ask_spread,order_flow_imbalance,market_depth,liquidity_ratio,volume_profile,price_impact,higher_tf_trend,lower_tf_momentum,timeframe_alignment,multi_tf_support,multi_tf_resistance,timeframe_divergence,higher_tf_volatility,lower_tf_volume,doji_pattern,hammer_pattern,shooting_star_pattern,engulfing_bullish,engulfing_bearish,morning_star,evening_star,double_bottom,double_top,head_shoulders,trending_market,ranging_market,volatile_market,low_volatility_market,var_95_5,var_95_10,var_95_20,expected_shortfall_5,expected_shortfall_10,expected_shortfall_20,fear_greed_index,market_sentiment,social_sentiment,news_sentiment,price_rsi_divergence,price_macd_divergence,price_volume_divergence,momentum_divergence,volatility_divergence,trend_divergence,timeframe,symbol
2022-10-05,34.1,34.37,33.18,34.04,1777550.81,0.0,0.0,0.0,0.0,0.0,34.04,34.04,34.04,34.04,34.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.56,34.04,34.04,34.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777550.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0358649789029535,1.001762632197415,0.9982404692082111,1.0096944770857814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777550.81,1777550.81,1777550.81,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
2022-10-06,34.04,34.5,33.23,33.36,1799751.22,0.0,0.0,0.0,0.0,0.0,33.632,33.666,33.683,33.6932,33.6983,-0.015256410256405672,-0.00847578347578093,-0.006780626780624743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1799751.22,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,33.683,33.683,33.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0199764982373678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012489325129333428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799751.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0382184772795668,1.0203836930455636,0.9800235017626322,1.0341726618705036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2700000000000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790871.056,1789761.0355,1789206.02525,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
2022-10-07,33.35,33.76,32.43,32.98,1963117.82,0.0,0.0,0.0,0.0,0.0,33.32315789473684,33.39023255813953,33.42486261448793,33.44589521397147,33.456468362763644,-0.031223472125311957,-0.01779860669280184,-0.013424865432510119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3762869.04,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,33.42486261448793,33.42486261448793,33.42486261448793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011390887290167906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09077176788911978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38000000000000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963117.82,1846806.6166666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0410114091890224,1.011218920557914,0.9889055472263867,1.0236506973923591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3299999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1872461.6284210526,1859449.310996678,1853065.3936802666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
2022-10-08,32.98,33.08,32.35,32.58,785559.59,0.0,0.0,0.0,0.0,0.0,33.01446153846153,33.12329702970297,33.180963840399,33.21626333466613,33.23405361490962,-0.05216224449415563,-0.02943940540599756,-0.02272283908815807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4548428.63,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.85,33.180963840399,33.180963840399,33.180963840399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012128562765312267,-0.04289071680376033,0.0,0.0,0.0,0.0,0.0,0.0,-0.5998408338018144,-0.5580663092269076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3999999999999986,-1.4600000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004758272999328917,0.0,0.0,0.0,0.0,0.0,0.0,785559.59,1516142.8766666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.022565687789799,1.0122774708410067,0.9878714372346877,1.0153468385512585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7299999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420979.2432307692,1505650.4945,1544892.9732350374,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
2022-10-09,32.57,33.14,32.44,32.92,883235.74,33.176,0.0,0.0,0.0,0.0,32.9781990521327,33.064935981647416,33.11783890816056,33.15217761303988,33.16998042808233,-0.048912531172938145,-0.035232220067748087,-0.013680311105190059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3665192.8899999997,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,33.176,0.0,0.0,0.0,0.0,0.0,0.0,33.74,33.11783890816056,33.11783890816056,33.11783890816056,33.176,0.0,0.0,0.5566686626710752,0.0,0.0,32.58,34.04,0.0,0.0,32.98,0.0,0.010435850214855824,-0.01318944844124692,0.0,0.0,0.0,0.0,0.0,0.0,0.12433958065485529,-0.5092456500737919,0.0,0.0,0.0,0.0,0.23287671232876933,0.0,0.0,0.0,0.3400000000000034,-0.4399999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012819928291267319,0.0,0.0,0.0,0.0,0.0,0.0,883235.74,1210637.7166666668,1441843.0359999998,0.0,0.0,0.0,0.992283578490475,0.0,0.0,0.0,0.0,0.0,1.0215782983970407,0.9893681652490887,1.0107460853546208,1.0066828675577157,-0.4598785905634241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000028,0.0,0.0,0.0,0.0,0.0,1441843.0359999998,0.0,0.0,1214546.903127962,1326972.1466120272,1384843.7190963195,0.6125741276597602,0.0,0,0,0,0,0,0,0,0,0,0,6,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.6316356545399118,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
2022-10-10,32.92,33.46,31.88,31.96,1554680.4,32.760000000000005,0.0,0.0,0.0,0.0,32.606135338345865,32.77794594071541,32.8735877856129,32.93309302478407,32.963241998055395,-0.08708978187516436,-0.04928850254221906,-0.0378012793329453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5219873.289999999,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,32.760000000000005,0.0,0.0,0.0,0.0,0.0,0.0,36.9,32.8735877856129,32.8735877856129,32.8735877856129,32.760000000000005,0.0,0.0,0.5259277516921917,0.0,0.0,31.96,33.36,0.0,0.0,32.92,0.0,-0.02916160388821387,-0.030927835051546282,-0.06110458284371323,0.0,0.0,0.0,0.0,0.0,0.7602100204867162,-0.2080554798285108,-0.12538061288948477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9600000000000009,-1.019999999999996,-2.0799999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.01986301250431207,0.014670658657356783,0.0,0.0,0.0,0.0,0.0,1554680.4,1074491.91,1397268.954,0.0,0.0,0.0,0.9755799755799754,0.0,0.0,0.0,0.0,0.0,1.0495608531994982,1.0300375469336671,0.9708383961117861,1.0469336670838547,-1.5211214799484816,0.0,0.0,0.0,0.0,0.0,-6.110458284371322,0.0,0.0,-6.110458284371322,0.0,0.0,0.9388954171562868,0.0,1.5800000000000018,1.1220000000000006,0.0,0.014670658657356783,0.0,0.0,1397268.954,0.0,0.0,1338836.2861954886,1386115.8454740508,1420671.5010685078,1.1126565115108111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0.9078540894489903,0.0,0.0,1.5896136035721018,0.0,0.0,0.2379896825691858,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
2022-10-11,31.95,31.96,30.42,30.8,1923666.97,32.248,0.0,0.0,0.0,0.0,31.96666342884896,32.30134042500232,32.481523660405045,32.59060542134442,32.64485952472263,-0.16262308824184402,-0.0779704626911742,-0.08465262555066981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7143540.259999999,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,32.248,0.0,0.0,0.0,0.0,0.0,0.0,32.62,32.481523660405045,32.481523660405045,32.481523660405045,32.248,0.0,0.0,0.9051629687520373,0.0,0.0,30.8,32.98,0.0,0.0,32.58,0.0,-0.03629536921151444,-0.05463474524248002,-0.0767386091127098,0.0,0.0,0.0,0.0,0.0,0.23733917916505543,1.4487855466190669,0.06885159938938679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1600000000000001,-1.7799999999999976,-2.5599999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.025174907640374115,0.01816445681605841,0.0,0.0,0.0,0.0,0.0,1923666.97,1453861.0366666669,1422052.1039999998,0.0,0.0,0.0,0.9550979905730589,0.0,0.0,0.0,0.0,0.0,1.0506245890861274,1.0373376623376622,0.9640062597809077,1.0376623376623377,-1.5997119303238594,0.0,0.0,0.0,0.0,0.0,-7.67386091127098,0.0,0.0,-7.67386091127098,0.0,0.0,0.9232613908872902,0.0,1.5399999999999991,1.1759999999999997,0.0,0.01816445681605841,0.0,0.0,1422052.1039999998,0.0,0.0,1545898.7283972802,1515644.0725368068,1515775.4941950154,1.3527401454482855,0.0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,0.4752014648798053,0.0,0.0,-0.19116661243405275,0.0,0.0,-0.46397964004415865,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
2022-10-12,30.8,31.55,30.67,31.16,1048211.96,31.884000000000004,0.0,0.0,0.0,0.0,31.68685804916733,32.04167997788365,32.25309165532514,32.385764711820826,32.45269119399903,-0.1935341947386604,-0.10574260067864796,-0.08779159406001244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6095328.299999999,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31.884000000000004,0.0,0.0,0.0,0.0,0.0,0.0,29.62,32.25309165532514,32.25309165532514,32.25309165532514,31.884000000000004,0.0,0.0,0.9031500429053861,0.0,0.0,30.8,32.92,0.0,0.0,31.96,0.0,0.011688311688311748,-0.053462940461725394,-0.05518496058217093,0.0,0.0,0.0,0.0,0.0,-0.4550969703451321,0.18678616877528076,-0.466047351146759,0.0,0.0,0.0,0.16981132075471664,0.0,0.0,0.0,0.35999999999999943,-1.7600000000000016,-1.8199999999999967,0.0,0.0,0.0,0.0,0.0,0.0,0.025890924545721745,0.02205213029260238,0.0,0.0,0.0,0.0,0.0,1048211.96,1508853.11,1239070.9319999998,0.0,0.0,0.0,0.9772926859867017,0.0,0.0,0.0,0.0,0.0,1.0286925334202803,0.9884467265725289,1.0116883116883117,1.0125160462130938,-0.8016386708801274,0.0,0.0,0.0,0.0,0.0,-5.518496058217092,0.0,0.0,-5.518496058217092,0.0,0.0,0.9448150394178291,0.0,0.879999999999999,1.0859999999999999,0.0,0.02205213029260238,0.0,0.0,1239070.9319999998,0.0,0.0,1373267.330699445,1409301.0142519074,1434954.7879008306,0.8459660645158288,0.0,0,0,0,0,0,0,0,0,0,0,2,0,10,4,-0.004279167581075131,0.0,0.0,-2.744959004360546,0.0,0.0,-0.7230430129133161,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
2022-10-13,31.15,31.21,27.87,30.49,4402648.71,31.466,0.0,0.0,0.0,0.0,31.27725053466173,31.70408871459974,31.970283132713114,32.13988427088236,32.22579007839526,-0.24523598822927895,-0.13796626523310793,-0.10726972299617102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10497977.009999998,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31.466,0.0,0.0,31.185000000000002,0.0,0.0,0.0,24.38,31.970283132713114,31.970283132713114,31.970283132713114,31.466,0.0,0.0,0.9808057911737674,0.0,0.0,30.49,32.92,0.0,0.0,31.16,0.0,-0.021501925545571288,-0.04599499374217775,-0.06414978514426029,0.0,0.0,0.0,0.0,0.0,3.200151188887408,1.831867379301881,4.604474524968882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6700000000000017,-1.4700000000000024,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.024572584506027628,0.02255493710834864,0.0,0.0,0.0,0.0,0.0,4402648.71,2458175.8800000004,1962488.7559999998,0.0,0.0,0.0,0.9689823936947816,0.0,0.0,0.0,0.0,0.0,1.1198421241478291,1.0216464414562152,0.9788121990369182,1.0236142997704165,-0.9951001602794234,0.0,0.0,0.0,0.0,0.0,-6.4149785144260285,0.0,0.0,-6.4149785144260285,0.0,0.0,0.9358502148557397,0.0,3.34,1.6080000000000005,0.0,0.02255493710834864,0.0,0.0,1962488.7559999998,0.0,0.0,2410029.692057274,2060548.7228379569,1910987.4043213257,2.2434007311071698,0.0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,0.37185534045622576,0.0,0.0,-2.9780667953459248,0.0,0.0,-0.6880436950260813,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
2022-10-14,30.48,31.98,29.62,30.0,2384103.67,30.881999999999998,32.029,0.0,0.0,0.0,30.84398690219733,31.346134374406834,31.673575565103132,31.885370982077347,31.993062161440882,-0.30358352669417243,-0.17507414586922018,-0.12850938082495225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12882080.679999998,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30.881999999999998,0.0,0.0,31.185000000000002,0.0,0.0,0.0,14.08,31.673575565103132,31.673575565103132,31.673575565103132,30.881999999999998,32.029,0.0,0.7378482228751345,1.3570101940172303,0.0,30.0,31.96,30.0,34.04,30.8,32.269999999999996,-0.016070842899311155,-0.025974025974025983,-0.08869987849331717,0.0,0.0,0.0,0.0,0.0,-0.45848423823030837,0.2393536444616502,1.699283511783615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48999999999999844,-0.8000000000000007,-2.9200000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.017802898498893795,0.01841414557941366,0.0,0.0,0.0,0.0,0.0,2384103.67,2611654.78,2262662.3419999997,1852252.689,0.0,0.0,0.9714396735962697,0.936651159886353,0.0,0.0,0.0,0.0,1.0796758946657663,1.016,0.984251968503937,1.066,-1.195367790632001,-1.4951987899173,0.0,0.0,0.0,0.0,-8.869987849331718,0.0,0.0,-8.869987849331718,0.0,0.0,0.9113001215066828,0.0,2.3599999999999994,1.94,0.0,0.01841414557941366,0.0,0.0,2262662.3419999997,1852252.689,0.0,2401235.174312279,2128513.4342026124,1982234.614458549,1.0536718739450344,1.287137378262972,0,0,0,0,0,0,0,0,0,0,4,0,10,4,1.315205233652039,0.0,0.0,2.058052912308908,0.0,0.0,-0.529151260865791,-0.4701910779519836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d,SOL/USDT
